County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP
Cleveland,Oklahoma,9,5,0,0%,35.20309375,-97.32639069,2020-03-19 20:03 EDT,40,27
Tulsa,Oklahoma,5,1,1,20%,36.15011,-95.99352,2020-03-19 20:03 EDT,40,143
Kay,Oklahoma,2,0,0,0%,36.81800612,-97.14387074,2020-03-19 20:03 EDT,40,71
Canadian,Oklahoma,2,0,0,0%,35.54258124,-97.98256476,2020-03-19 20:03 EDT,40,17
Jackson,Oklahoma,1,0,0,0%,34.5866254,-99.41604727,2020-03-19 20:03 EDT,40,65
Payne,Oklahoma,1,0,0,0%,36.07732714,-96.9757817,2020-03-19 20:03 EDT,40,119
Pawnee,Oklahoma,1,0,0,0%,36.31690779,-96.69931207,2020-03-19 20:03 EDT,40,117
Custer,Oklahoma,1,1,0,0%,35.63885752,-99.00153879,2020-03-19 20:03 EDT,40,39
Grady,Oklahoma,1,1,0,0%,35.01711842,-97.88402353,2020-03-19 20:03 EDT,40,51
Logan,Oklahoma,1,1,0,0%,35.91931509,-97.44331471,2020-03-19 20:03 EDT,40,83
McClain,Oklahoma,1,1,0,0%,35.0093484,-97.44417349,2020-03-19 20:03 EDT,40,87
Washington,Oklahoma,1,1,0,0%,36.71524586,-95.90436644,2020-03-19 20:03 EDT,40,147
Jefferson,Arkansas,3,0,0,0%,34.37911,-92.16608,2020-03-19 20:03 EDT,5,69
Washington,Arkansas,1,0,0,0%,35.97848657,-94.21608058,2020-03-19 20:03 EDT,5,143
Maricopa,Arizona,22,11,0,0%,33.3488247,-112.4912788,2020-03-19 20:03 EDT,4,13
Pinal,Arizona,10,2,0,0%,32.90431973,-111.3447647,2020-03-19 20:03 EDT,4,21
Pima,Arizona,7,2,0,0%,32.09727123,-111.7897671,2020-03-19 20:03 EDT,4,19
Navajo,Arizona,3,0,0,0%,35.39955057,-110.3213878,2020-03-19 20:03 EDT,4,17
Graham,Arizona,1,0,0,0%,32.87449,-109.74198,2020-03-19 20:03 EDT,4,9
Coconino,Arizona,1,0,0,0%,35.83777098,-111.7708262,2020-03-19 20:03 EDT,4,5
Providence,Rhode Island,44,11,0,0%,41.82387,-71.41199,2020-03-19 20:03 EDT,44,7
Rockingham,New Hampshire,17,0,0,0%,43.04954,-70.93216,2020-03-19 20:03 EDT,33,15
Hillsborough,New Hampshire,8,0,0,0%,43.1443,-71.93272,2020-03-19 20:03 EDT,33,11
Grafton,New Hampshire,7,0,0,0%,43.56212,-71.95114,2020-03-19 20:03 EDT,33,9
Carroll,New Hampshire,4,0,0,0%,44.2977,-71.5428,2020-03-19 20:03 EDT,33,3
Merrimack,New Hampshire,1,0,0,0%,43.29765353,-71.680181,2020-03-19 20:03 EDT,33,13
Johnson,Iowa,21,0,0,0%,41.67149574,-91.58805417,2020-03-19 20:03 EDT,19,103
Dallas,Iowa,5,0,0,0%,41.68481683,-94.03976204,2020-03-19 20:03 EDT,19,49
Polk,Iowa,3,0,0,0%,41.68541161,-93.57344237,2020-03-19 20:03 EDT,19,153
Allamakee,Iowa,2,0,0,0%,43.28531816,-91.3847131,2020-03-19 20:03 EDT,19,5
Pottawattamie,Iowa,1,0,0,0%,41.33665838,-95.54141965,2020-03-19 20:03 EDT,19,155
Carroll,Iowa,1,0,0,0%,42.06585,-94.86793,2020-03-19 20:03 EDT,19,27
Harrison,Iowa,1,0,0,0%,41.683014,-95.81552401,2020-03-19 20:03 EDT,19,85
Adair,Iowa,1,0,0,0%,41.33074348,-94.47094644,2020-03-19 20:03 EDT,19,1
Black Hawk,Iowa,1,0,0,0%,42.4478,-92.3814,2020-03-19 20:03 EDT,19,13
Scott,Iowa,1,0,0,0%,41.63840205,-90.62636833,2020-03-19 20:03 EDT,19,163
Washington,Iowa,1,0,0,0%,41.33558131,-91.71785751,2020-03-19 20:03 EDT,19,183
Winneshiek,Iowa,1,0,0,0%,43.29067088,-91.84366779,2020-03-19 20:03 EDT,19,191
Fayette,Kentucky,8,0,0,0%,38.04227216,-84.45868673,2020-03-19 20:03 EDT,21,67
Jefferson,Kentucky,8,0,0,0%,38.18589024,-85.65499484,2020-03-19 20:03 EDT,21,111
Harrison,Kentucky,6,0,0,0%,38.44174035,-84.33140447,2020-03-19 20:03 EDT,21,97
Montgomery,Kentucky,2,0,0,0%,38.03347158,-83.9130299,2020-03-19 20:03 EDT,21,173
Nelson,Kentucky,1,0,0,0%,37.80507638,-85.46597155,2020-03-19 20:03 EDT,21,179
Clark,Kentucky,1,0,0,0%,37.97082287,-84.14733588,2020-03-19 20:03 EDT,21,49
Bourbon,Kentucky,1,0,1,100%,38.20667946,-84.21713594,2020-03-19 20:03 EDT,21,17
Lyon,Kentucky,1,0,0,0%,37.0261669,-88.07899509,2020-03-19 20:03 EDT,21,143
Kenton,Kentucky,1,0,0,0%,38.93194372,-84.53299767,2020-03-19 20:03 EDT,21,117
Daviess,Kentucky,1,1,0,0%,37.72855557,-87.0861258,2020-03-19 20:03 EDT,21,59
Henderson,Kentucky,1,1,0,0%,37.79045907,-87.57002718,2020-03-19 20:03 EDT,21,101
Johnson,Kansas,16,4,0,0%,38.88377293,-94.82222518,2020-03-19 20:03 EDT,20,91
Wyandotte,Kansas,8,4,1,12.50%,39.11407013,-94.76524274,2020-03-19 20:03 EDT,20,209
Leavenworth,Kansas,2,0,0,0%,39.19872397,-95.03852507,2020-03-19 20:03 EDT,20,103
Butler,Kansas,1,0,0,0%,37.78128093,-96.83903083,2020-03-19 20:03 EDT,20,15
Franklin,Kansas,1,0,0,0%,38.56451748,-95.28594053,2020-03-19 20:03 EDT,20,59
Douglas,Kansas,1,0,0,0%,38.88462907,-95.29255463,2020-03-19 20:03 EDT,20,45
Cherokee,Kansas,1,1,0,0%,37.16926692,-94.84626758,2020-03-19 20:03 EDT,20,21
Jackson,Kansas,1,1,0,0%,39.41680272,-95.7936744,2020-03-19 20:03 EDT,20,85
Linn,Kansas,1,1,0,0%,38.21227461,-94.84295891,2020-03-19 20:03 EDT,20,107
Ford,Kansas,0,0,0,NaN%,37.69171326,-99.88798241,2020-03-19 20:03 EDT,20,57
St. Louis,Missouri,8,3,0,0%,38.62775,-90.19956,2020-03-19 20:03 EDT,29,189
Greene,Missouri,6,2,0,0%,37.25804025,-93.34201853,2020-03-19 20:03 EDT,29,77
Jackson,Missouri,3,0,0,0%,39.00756985,-94.34626921,2020-03-19 20:03 EDT,29,95
Cass,Missouri,2,0,0,0%,38.64693149,-94.35479308,2020-03-19 20:03 EDT,29,37
Christian,Missouri,2,2,0,0%,36.9695461,-93.18880105,2020-03-19 20:03 EDT,29,43
Henry,Missouri,1,0,0,0%,38.38842154,-93.79668046,2020-03-19 20:03 EDT,29,83
Cole,Missouri,1,0,0,0%,38.50476968,-92.28023836,2020-03-19 20:03 EDT,29,51
Boone,Missouri,1,0,1,100%,38.99174396,-92.30916735,2020-03-19 20:03 EDT,29,19
St. Charles,Missouri,1,0,0,0%,38.78394,-90.48123,2020-03-19 20:03 EDT,29,183
Douglas,Nebraska,23,0,0,0%,41.29535164,-96.1553341,2020-03-19 20:03 EDT,31,55
Knox,Nebraska,2,0,0,0%,42.63165456,-97.89463638,2020-03-19 20:03 EDT,31,107
Cass,Nebraska,1,0,0,0%,40.90975787,-96.14136094,2020-03-19 20:03 EDT,31,25
Sarpy,Nebraska,1,0,0,0%,41.11286262,-96.1134336,2020-03-19 20:03 EDT,31,153
Lincoln,Nebraska,1,0,0,0%,41.04778534,-100.7451548,2020-03-19 20:03 EDT,31,111
Adams,Nebraska,1,0,0,0%,40.52445442,-98.50120204,2020-03-19 20:03 EDT,31,1
Bernalillo,New Mexico,16,0,0,0%,35.05128463,-106.6703125,2020-03-19 20:03 EDT,35,1
Santa Fe,New Mexico,5,0,0,0%,35.69168,-105.93796,2020-03-19 20:03 EDT,35,49
Sandoval,New Mexico,4,0,0,0%,35.68878872,-106.8666133,2020-03-19 20:03 EDT,35,43
Socorro,New Mexico,2,0,0,0%,34.06014,-106.89187,2020-03-19 20:03 EDT,35,53
Taos,New Mexico,1,0,0,0%,36.57785635,-105.6310357,2020-03-19 20:03 EDT,35,55
New Castle,Delaware,17,0,0,0%,39.65977,-75.56394,2020-03-19 20:03 EDT,10,3
Sussex,Delaware,1,0,0,0%,38.66201719,-75.39879573,2020-03-19 20:03 EDT,10,5
Kent,Delaware,1,0,0,0%,39.08881449,-75.56713028,2020-03-19 20:03 EDT,10,1
Chittenden,Vermont,4,0,0,0%,44.45799511,-73.05404973,2020-03-19 20:03 EDT,50,7
Bennington,Vermont,3,0,0,0%,42.87672,-73.19818,2020-03-19 20:03 EDT,50,3
Windsor,Vermont,3,0,0,0%,43.48115,-72.38581,2020-03-19 20:03 EDT,50,27
Washington,Vermont,1,0,0,0%,44.27344561,-72.61485925,2020-03-19 20:03 EDT,50,23
Orange,Vermont,1,0,0,0%,44.14854,-72.40233,2020-03-19 20:03 EDT,50,17
Addison,Vermont,1,0,0,0%,44.0280736,-73.13152876,2020-03-19 20:03 EDT,50,1
Fremont,Wyoming,8,0,0,0%,43.04051864,-108.6304974,2020-03-19 20:03 EDT,56,13
Sheridan,Wyoming,4,0,0,0%,44.79792,-106.95587,2020-03-19 20:03 EDT,56,33
Laramie,Wyoming,4,0,0,0%,41.30696127,-104.6895498,2020-03-19 20:03 EDT,56,21
Park,Wyoming,1,0,0,0%,44.52055108,-109.5884635,2020-03-19 20:03 EDT,56,29
Teton,Wyoming,1,0,0,0%,43.91885107,-110.5962596,2020-03-19 20:03 EDT,56,39
Honolulu,Hawaii,10,0,0,0%,21.30493,-157.85788,2020-03-19 20:03 EDT,15,3
Maui,Hawaii,3,0,0,0%,20.85953512,-156.5646068,2020-03-19 20:03 EDT,15,9
Kauai,Hawaii,2,0,0,0%,22.0825024,-159.7275965,2020-03-19 20:03 EDT,15,7
Burleigh,North Dakota,9,7,0,0%,46.97801044,-100.4669442,2020-03-19 20:03 EDT,38,15
Morton,North Dakota,3,1,0,0%,46.71678116,-101.2857052,2020-03-19 20:03 EDT,38,59
Ward,North Dakota,2,0,0,0%,48.22168092,-101.5418179,2020-03-19 20:03 EDT,38,101
Cass,North Dakota,1,0,0,0%,46.93296954,-97.24812121,2020-03-19 20:03 EDT,38,17
Guam,Guam,12,4,0,0%,13.52808,144.85503,2020-03-19 20:03 EDT,66,10
Minnehaha,South Dakota,5,0,0,0%,43.67417757,-96.79142458,2020-03-19 20:03 EDT,46,99
Pennington,South Dakota,1,0,1,100%,44.003745,-102.8239008,2020-03-19 20:03 EDT,46,103
Beadle,South Dakota,1,0,0,0%,44.41448462,-98.27810992,2020-03-19 20:03 EDT,46,5
Charles Mix,South Dakota,1,0,0,0%,43.20747461,-98.57667036,2020-03-19 20:03 EDT,46,23
Davison,South Dakota,1,0,0,0%,43.67472829,-98.14595897,2020-03-19 20:03 EDT,46,35
Bon Homme,South Dakota,1,0,0,0%,42.99336042,-97.88666966,2020-03-19 20:03 EDT,46,9
McCook,South Dakota,1,0,0,0%,43.67430648,-97.3684216,2020-03-19 20:03 EDT,46,87
Gallatin,Montana,3,0,0,0%,45.54045182,-111.1704109,2020-03-19 20:03 EDT,30,31
Missoula,Montana,3,0,0,0%,46.87278,-113.99625,2020-03-19 20:03 EDT,30,63
Yellowstone,Montana,2,0,0,0%,45.93711629,-108.2743481,2020-03-19 20:03 EDT,30,111
Silver Bow,Montana,1,0,0,0%,45.99544,-112.65661,2020-03-19 20:03 EDT,30,93
Broadwater,Montana,1,0,0,0%,46.2694,-111.452,2020-03-19 20:03 EDT,30,7
Blaine,Idaho,5,0,0,0%,43.41233465,-113.9798058,2020-03-19 20:03 EDT,16,13
Ada,Idaho,3,0,0,0%,43.45105691,-116.2411338,2020-03-19 20:03 EDT,16,1
Teton,Idaho,1,0,0,0%,43.75945168,-111.2076444,2020-03-19 20:03 EDT,16,81
Madison,Idaho,1,0,0,0%,43.78418564,-111.6591909,2020-03-19 20:03 EDT,16,65
Twin Falls,Idaho,1,0,0,0%,42.55619,-114.4696,2020-03-19 20:03 EDT,16,83
Anchorage,Alaska,4,0,0,0%,61.21753,-149.85825,2020-03-19 20:03 EDT,2,20
Fairbanks North Star,Alaska,3,0,0,0%,64.80850665,-146.5634812,2020-03-19 20:03 EDT,2,90
Ketchikan Gateway,Alaska,1,0,0,0%,55.00186527,-130.54977,2020-03-19 20:03 EDT,2,130
Jefferson,West Virginia,1,0,0,0%,39.30769274,-77.86269441,2020-03-19 20:03 EDT,54,37
Mercer,West Virginia,1,0,0,0%,37.40556515,-81.11143231,2020-03-19 20:03 EDT,54,55
Morris,Kansas,2,2,0,0%,38.68744149,-96.64975833,2020-03-19 20:03 EDT,20,127
Benton-Franklin,Washington,2,0,1,50%,38.55378,-91.00092,2020-03-19 20:03 EDT,53,
Dade,Florida,86,9,0,0%,25.77885375,-80.17996506,2020-03-19 20:03 EDT,12,
Unassign,Colorado,3,0,0,0%,29.62086756,-96.52629252,2020-03-19 20:03 EDT,8,
Unassign,Pennsylvania,0,0,0,NaN%,40.15663516,-74.85652586,2020-03-19 20:03 EDT,42,
Baltimore City,Maryland,8,4,0,0%,39.30194126,-76.61111168,2020-03-19 20:03 EDT,24,510
Virginia Beach City,Virginia,4,0,0,0%,36.74817867,-76.0574891,2020-03-19 20:03 EDT,51,810
Alexandria City,Virginia,4,2,0,0%,38.81838615,-77.08622964,2020-03-19 20:03 EDT,51,510
Richmond City,Virginia,3,0,0,0%,37.52950871,-77.47573291,2020-03-19 20:03 EDT,51,760
Harrisonburg,Virginia,1,0,0,0%,38.45163,-78.8697,2020-03-19 20:03 EDT,51,
Charlottesville City,Virginia,1,0,0,0%,38.03731327,-78.48702109,2020-03-19 20:03 EDT,51,540
Williamsburg,Virginia,1,0,0,0%,37.26927,-76.70756,2020-03-19 20:03 EDT,51,
Lynchburg,Virginia,1,0,0,0%,37.40040903,-79.19097922,2020-03-19 20:03 EDT,51,
Norfolk,Virginia,1,0,0,0%,36.89279963,-76.26098429,2020-03-19 20:03 EDT,51,
Blue earth,Minnesota,2,0,0,0%,43.9505,-93.9878,2020-03-19 20:03 EDT,27,13
​Benton,Oregon,3,0,0,0%,44.4918359,-123.4292918,2020-03-19 20:03 EDT,41,
Non-Utah resident,Utah,10,0,0,0%,39.32372519,-111.6782484,2020-03-19 20:03 EDT,49,
Weber-Morgan,Utah,4,0,0,0%,41.2245943,-111.9703114,2020-03-19 20:03 EDT,49,57
Southwest Utah,Utah,1,0,0,0%,37.00357734,-112.9680908,2020-03-19 20:03 EDT,49,
Bear River,Utah,1,0,0,0%,41.45827,-112.29023,2020-03-19 20:03 EDT,49,3
Desoto,Mississippi,2,1,0,0%,34.87494026,-89.98882209,2020-03-19 20:03 EDT,28,33
Out-of-State,Oklahoma,2,0,0,0%,35.56726285,-97.28636389,2020-03-19 20:03 EDT,40,
Washington,District of Columbia,40,0,0,0%,38.89037,-77.03196,2020-03-19 20:03 EDT,11,1
Berknap,New Hampshire,2,0,0,0%,43.50919599,-71.43072444,2020-03-19 20:03 EDT,33,
St. Louis City,Missouri,3,0,0,0%,38.63399182,-90.24789799,2020-03-19 20:03 EDT,29,510
Kansas City,Missouri,2,0,0,0%,39.10344,-94.58311,2020-03-19 20:03 EDT,29,
Hawaii Island,Hawaii,1,0,0,0%,19.50056,-155.50056,2020-03-19 20:03 EDT,15,1
Seward,Alaska,1,0,0,0%,60.11235,-149.44294,2020-03-19 20:03 EDT,2,
Puerto Rico,Puerto Rico,5,0,0,0%,18.2226065,-66.46895343,2020-03-19 20:03 EDT,72,
Unassigned,New York,18,18,4,22.20%,42.165726,-74.948051,2020-03-19 20:03 EDT,36,
Unassigned,Washington,164,0,0,0%,47.400902,-121.490494,2020-03-19 20:03 EDT,53,
Unassigned,New Jersey,344,316,0,0%,40.298904,-74.521011,2020-03-19 20:03 EDT,34,
Unassigned,Louisiana,3,3,0,0%,31.169546,-91.867805,2020-03-19 20:03 EDT,22,
Unknown,Illinois,16,0,0,0%,40.349457,-88.986137,2020-03-19 20:03 EDT,17,
Unassigned,Georgia,6,6,7,116.70%,33.040619,-83.643074,2020-03-19 20:03 EDT,13,
Unknown,Massachusetts,4,0,0,0%,42.230171,-71.530106,2020-03-19 20:03 EDT,25,
Unassigned,Wisconsin,1,0,0,0%,44.268543,-89.616508,2020-03-19 20:03 EDT,55,
Unassigned,North Carolina,4,4,0,0%,35.630066,-79.806419,2020-03-19 20:03 EDT,37,
Unassigned,Virginia,0,0,0,NaN%,37.769337,-78.169968,2020-03-19 20:03 EDT,51,
Unassigned,Maine,13,6,0,0%,44.693947,-69.381927,2020-03-19 20:03 EDT,23,
Unassigned,Arkansas,42,9,0,0%,34.969704,-92.373123,2020-03-19 20:03 EDT,5,
Unassigned,Kentucky,6,0,0,0%,37.66814,-84.670067,2020-03-19 20:03 EDT,21,
Unassigned,Missouri,1,0,0,0%,38.456085,-92.288368,2020-03-19 20:03 EDT,29,
Unassigned,Delaware,7,0,0,0%,39.318523,-75.507141,2020-03-19 20:03 EDT,10,
Unassigned,Vermont,9,3,0,0%,44.045876,-72.710686,2020-03-19 20:03 EDT,50,
Unassigned,Montana,1,0,0,0%,46.921925,-110.454353,2020-03-19 20:03 EDT,30,
Unassigned,US Virgin Islands,3,1,0,0%,17.752625,-64.73542,2020-03-19 20:03 EDT,78,
Unknow,Wisconsin,38,38,0,0%,43.32557325,-87.98494099,2020-03-19 20:03 EDT,55,
