"Place","Region","Confirmed","Deaths","Recovered","Active","Last Update"
"Colorado","United States","593","7","0","586","2020-03-23 00:00:00 * CTY: Denver 125; Eagle 80; El Paso 51; Jefferson 51; Arapahoe 45; Weld 37; Boulder 37; Douglas 33; Larimer 32; Gunnison 22; Adams 18; Pitkin 16; Garfield 8; Summit 7; Pueblo 3; Elbert 3; Chaffee 3; Routt 3; Clear Creek 3; Grand 2; Mesa 2; Morgan 2; Logan 2; unknown 1; Broomfield 1; Montrose 1; Crowley 1; Hinsdale 1; San Miguel 1; Park 1; Yuma 1"
"Pennsylvania","United States","509","4","0","505","2020-03-23 00:00:00 * CTY: Montgomery 110; Philadelphia 96; Delaware 43; Allegheny 40; Bucks 34; Monroe 31; Chester 23; Northampton 21; Lehigh 19; Berks 13; Cumberland 11; York 10; Luzerne 7; Washington 7; Lackawanna 6; Lancaster 6; Adams 5; Westmoreland 4; Beaver 3; Lebanon 3; Pike 3; Wayne 2; Erie 2; Fayette 1; Dauphin 1; Schuylkill 1; Columbia 1; Butler 1; Potter 1; Centre 1; Mercer 1; Montour 1; Franklin 1"
"Tennessee","United States","505","2","0","503","2020-03-23 00:00:00 * CTY: Davidson 167; Out-of-state 82; Shelby 66; Williamson 48; Unknown 30; Sumner 22; Rutherford 8; Hamilton 8; Putnam 6; Knox 5; Tipton 5; Dickson 4; Cheatham 4; Monroe 3; Montgomery 3; Fayette 3; Robertson 3; Bradley 2; Maury 2; Carroll 2; Jefferson 2; Scott 2; Washington 2; Campbell 2; Hamblen 2; Cumberland 2; Greene 2; Dyer 2; Wilson 2; Blount 1; Houston 1; Loudon 1; Anderson 1; Roane 1; Perry 1; Franklin 1; Gibson 1; Chester 1; Cocke 1; Sevier 1; Marion 1; Sullivan 1; McMinn 1"
"Wisconsin","United States","381","4","0","377","2020-03-23 00:00:00 * CTY: Milwaukee 182; Dane 61; Waukesha 30; Fond du Lac 16; Washington 14; Ozaukee 13; Kenosha 10; Sheboygan 6; Winnebago 5; Columbia 5; La Crosse 5; Eau Claire 4; Racine 4; Rock 3; Walworth 3; Brown 3; Jefferson 2; Outagamie 2; St. Croix 2; Sauk 2; Wood 1; Dunn 1; Marathon 1; Chippewa 1; Green 1; Pierce 1; Bayfield 1; Calumet 1; Douglas 1"
"Ohio","United States","356","3","0","353","2020-03-23 00:00:00 * CTY: Cuyahoga 125; Franklin 34; Summit 23; Lorain 19; Hamilton 19; Mahoning 18; Butler 17; Miami 13; Stark 10; Medina 10; Lucas 7; Lake 6; Delaware 6; Clermont 5; Montgomery 5; Warren 3; Trumbull 3; Defiance 2; Coshocton 2; Columbiana 2; Ashtabula 2; Belmont 2; Tuscarawas 2; Geauga 2; Wood 1; Clinton 1; Washington 1; Portage 1; Union 1; Greene 1; Licking 1; Gallia 1; Richland 1; Knox 1; Ashland 1; Marion 1; Huron 1; Hancock 1; Clark 1; Erie 1; Carroll 1; Darke 1; Madison 1"
"Connecticut","United States","327","8","0","319","2020-03-23 00:00:00 * CTY: Fairfield 208; Hartford 54; New Haven 29; Tolland 14; Litchfield 12; Middlesex 6; New London 3; Windham 1"
"North Carolina","United States","307","0","0","307","2020-03-23 00:00:00 * CTY: Mecklenburg 77; Wake 52; Durham 41; Union 12; Forsyth 12; Guilford 11; Harnett 7; Orange 6; Brunswick 6; Cabarrus 6; Iredell 6; Carteret 5; New Hanover 4; Franklin 4; Buncombe 4; Cherokee 4; Wilson 3; Johnston 3; Onslow 3; Chatham 3; Gaston 3; Cumberland 3; Pitt 3; Moore 2; Rowan 2; Alamance 2; Craven 2; Watauga 2; Nash 1; Robeson 1; Catawba 1; Lee 1; Henderson 1; Chowan 1; Davidson 1; Scotland 1; Hoke 1; Lincoln 1; Vance 1; Granville 1; Sampson 1; Wayne 1; Pasquotank 1; Montgomery 1; Davie 1; Stanley 1; Hyde 1"
"Maryland","United States","249","3","0","246","2020-03-23 00:00:00 * CTY: Montgomery 83; Prince George's 40; Baltimore 28; Howard 24; Baltimore City 24; Anne Arundel 18; Charles 5; Harford 5; Carroll 4; Calvert 2; Frederick 2; Washington 2; Worcester 2; Wicomico 2; Garrett 2; Caroline 1; Somerset 1; Talbot 1; St. Mary's 1; Queen Anne's 1; Cecil 1"
"Virginia","United States","221","6","0","215","2020-03-23 00:00:00 * CTY: James City 32; Fairfax 31; Arlington 26; Prince William 18; Virginia Beach 17; Loudoun 15; Henrico 8; Chesterfield 8; Richmond 6; Stafford 5; Alexandria City 5; York 5; Williamsburg 5; Charlottesville City 4; Norfolk 3; Albemarle 2; Culpeper 2; Rockingham 2; Spotsylvania 2; Lee 2; Goochland 2; Gloucester 2; Newport News 2; Suffolk 1; Louisa 1; Danville 1; Amherst 1; Prince Edward 1; Isle of Wight 1; Botetourt 1; Rockbridge 1; Mecklenburg 1; Bedford 1; Portsmouth City 1; Harrisonburg 1; Hanover 1; Charles City 1; Franklin 1; Fluvanna 1; Accomack 1"
"Mississippi","United States","207","1","0","206","2020-03-23 00:00:00 * CTY: Hinds 20; Desoto 18; Harrison 15; Forrest 11; Pearl River 10; Madison 9; Leflore 8; Coahoma 7; Tippah 7; Rankin 7; Holmes 6; Lee 6; Jackson 5; Lafayette 5; Lowndes 4; Lincoln 4; Hancock 4; Copiah 4; Wilkinson 3; Bolivar 3; Washington 3; Pike 3; Itawamba 3; Franklin 3; Marshall 3; Sunflower 2; Monroe 2; Grenada 2; Lawrence 2; Walthall 2; Winston 2; Oktibbeha 2; Tunica 2; Panola 2; Scott 1; Smith 1; Tate 1; Attala 1; Jones 1; Adams 1; George 1; Simpson 1; Yazoo 1; Union 1; Pontotoc 1; Perry 1; Leake 1; Webster 1; Montgomery 1; Clay 1; Humphreys 1; Chickasaw 1"
"Indiana","United States","204","6","0","198","2020-03-23 00:00:00 * CTY: Marion 82; Hamilton 18; Johnson 12; Lake 10; St. Joseph 8; Hendricks 8; Howard 6; Bartholomew 5; Allen 4; Clark 4; Elkhart 4; Franklin 4; Floyd 3; Boone 3; Grant 2; Hancock 2; LaPorte 2; Madison 2; Tippecanoe 2; Vigo 2; Delaware 2; Tipton 1; Dubois 1; Scott 1; Adams 1; Shelby 1; Miami 1; Monroe 1; Jennings 1; Wells 1; Greene 1; Wayne 1; Putnam 1; Ripley 1; Owen 1; Washington 1; Vanderburgh 1; Noble 1; Morgan 1; Fayette 1"
"South Carolina","United States","196","3","0","193","2020-03-23 00:00:00 * CTY: Kershaw 44; Richland 29; Greenville 19; Charleston 14; Beaufort 14; Lexington 12; Horry 11; Anderson 10; Lancaster 5; Darlington 5; York 4; Greenwood 3; Sumter 3; Orangeburg 3; Spartanburg 2; Berkeley 2; Colleton 1; Pickens 1; Calhoun 1; Fairfield 1; Edgefield 1; Lee 1; Hampton 1; Dorchester 1; Florence 1; Saluda 1; Abbeville 1; Newberry 1; Aiken 1; Jasper 1; Dillon 1; Marlboro 1"
"Nevada","United States","190","2","0","188","2020-03-23 00:00:00 * CTY: Clark 126; unknown 36; Washoe 25; Carson City 2; Elko  1"
"Utah","United States","181","1","0","180","2020-03-23 00:00:00 * CTY: Salt Lake 80; Summit 43; Davis 19; Non-Utah resident 12; Wasatch 8; Utah 6; Weber-Morgan 6; Tooele 3; Cache 2; Southwest Utah 1; Box Elder 1"
"Minnesota","United States","169","1","0","168","2020-03-23 00:00:00 * CTY: Hennepin 57; Ramsey 18; Olmsted 14; Dakota 11; Martin 8; Carver 7; Washington 7; Mower 6; Anoka 5; Blue earth 4; Stearns 4; Scott 3; Wright 3; Nicollet 3; Steele 3; Filmore 2; Clay 2; Dodge 2; Wabasha 1; St. Louis 1; Renville 1; Chisago 1; LeSeur 1; Benton 1; Waseca 1; Jackson 1; Cass 1; Rice 1"
"Arkansas","United States","165","0","0","165","2020-03-23 00:00:00 * CTY: unknown 121; Jefferson 9; Pulaski 4; Garland 3; Cleburne 3; Faulkner 2; Washington 2; Sebastian 1; Columbia 1; Conway 1; Clark 1; Sevier 1; Searcy 1; Crittenden 1; Benton 1; Saline 1; Poinsett 1; Van Buren 1; Bradley 1; Greene 1; Union 1; Pope 1; Boone 1; Woodruff 1; Polk 1; Independence 1; Craighead 1; Grant 1"
"Oregon","United States","161","5","0","156","2020-03-23 00:00:00 * CTY: Washington 55; Marion 22; Multnomah 19; Linn 19; Clackamas 12; Deschutes 10; Yamhill 6; Benton 4; Lane 4; Jackson 2; Umatilla 2; Douglas 1; Klamath 1; Polk 1; Grant 1; Union 1; Josephine 1"
"Alabama","United States","157","0","0","157","2020-03-23 00:00:00 * CTY: Jefferson 71; Shelby 17; Lee 16; Madison 16; Tuscaloosa 7; Elmore 6; Montgomery 3; St. Clair 3; Mobile 2; Lauderdale 2; Baldwin 2; Cullman 2; Chambers 2; Talladega 1; Washington 1; Jackson 1; Calhoun 1; Walker 1; Lamar 1; Limestone 1; Marion 1"
"Arizona","United States","152","2","0","150","2020-03-23 00:00:00 * CTY: Maricopa 81; Pima 17; Pinal 16; Coconino 14; Navajo 13; Apache 3; Yavapai 3; Graham 2; Cochise 1; Santa Cruz 1; Yuma 1"
"Kentucky","United States","103","3","0","100","2020-03-23 00:00:00 * CTY: unknown 39; Jefferson 25; Fayette 10; Harrison 7; Montgomery 2; Clark 2; Bourbon 2; Pulaski 2; Warren 2; Henderson 2; Anderson 1; Hardin 1; Christian 1; Daviess 1; Calloway 1; Oldham 1; Franklin 1; Kenton 1; Lyon 1; Nelson 1"
"District of Columbia","United States","102","2","0","100","2020-03-23 00:00:00 * CTY: District of Columbia 102"
"Missouri","United States","101","3","0","98","2020-03-23 00:00:00 * CTY: St. Louis 22; Boone 15; Kansas City 13; St. Louis City 10; Greene 10; Jackson 8; Cass 6; St. Charles 3; Cole 3; Christian 2; St. Francois 1; Bates 1; Adair 1; Pulaski 1; Jasper 1; Dunklin 1; Johnson 1; Scott 1; Henry 1"
"Iowa","United States","90","0","0","90","2020-03-23 00:00:00 * CTY: Johnson 32; Polk 10; Dallas 6; Allamakee 5; Dubuque 4; Linn 4; Black Hawk 3; Harrison 3; Washington 3; Tama 3; Pottawattamie 2; Cerro Gordo 2; Muscatine 2; Woodbury 1; Scott 1; Adair 1; Kossuth 1; Fayette 1; Carroll 1; Henry 1; Story 1; Winneshiek 1; Poweshiek 1; Sioux 1"
"Maine","United States","89","0","0","89","2020-03-23 00:00:00 * CTY: Cumberland 53; York 8; unknown 8; Kennebec 4; Oxford 4; Lincoln 4; Sagadahoc 3; Androscoggin 3; Penobscot 2"
"Rhode Island","United States","83","0","0","83","2020-03-23 00:00:00 * CTY: Providence 37; Bristol 14; Washington 9; unknown 8; Newport 8; Kent 7"
"New Hampshire","United States","78","0","0","78","2020-03-23 00:00:00 * CTY: Rockingham 28; Hillsborough 16; Grafton 15; Carroll 6; Berknap 4; Merrimack 4; Strafford 3; Sullivan 1; Cheshire 1"
"Oklahoma","United States","67","2","0","65","2020-03-23 00:00:00 * CTY: Oklahoma 26; Cleveland 13; Tulsa 6; Kay 4; Pawnee 3; Garvin 2; Canadian 2; Washington 2; Payne 2; Grady 1; Jackson 1; Custer 1; Logan 1; Muskogee 1; Noble 1; McClain 1"
"New Mexico","United States","65","0","0","65","2020-03-23 00:00:00 * CTY: Bernalillo 34; Santa Fe 10; Sandoval 7; Dona Ana 4; Taos 3; McKinley 2; Socorro 2; San Juan 1; San Miguel 1; Lea 1"
"Kansas","United States","65","2","0","63","2020-03-23 00:00:00 * CTY: Johnson 28; Wyandotte 14; Leavenworth 4; Douglas 4; Butler 3; Sedgwick 2; Morris 2; Linn 2; Mitchell 1; Franklin 1; Reno 1; Riley 1; Jackson 1; Cherokee 1; Ford 0"
"Hawaii","United States","56","0","0","56","2020-03-23 00:00:00 * CTY: Honolulu 41; Maui 9; Kauai 3; Hawaii Island 3"
"Delaware","United States","56","0","0","56","2020-03-23 00:00:00 * CTY: New Castle 39; Sussex 12; Kent 5"
"Vermont","United States","52","2","0","50","2020-03-23 00:00:00 * CTY: Chittenden 22; Windsor 8; Windham 5; Bennington 4; Addison 3; Orange 3; Rutland 3; Franklin 2; Washington 2"
"Nebraska","United States","51","0","0","51","2020-03-23 00:00:00 * CTY: Douglas 34; Sarpy 5; Lincoln 3; Lancaster 2; Buffalo 2; Knox 2; Adams 1; Nemaha 1; Cass 1"
"Idaho","United States","42","0","0","42","2020-03-23 00:00:00 * CTY: Blaine 21; Ada 11; Kootenai 3; Bingham 2; Teton 2; Madison 1; Canyon 1; Twin Falls 1"
"Montana","United States","34","0","0","34","2020-03-23 00:00:00 * CTY: Gallatin 10; Yellowstone 6; Cascade 3; Missoula 3; Lewis and Clark 3; Silver Bow 2; Flathead 2; Ravalli 1; unknown 1; Broadwater 1; Roosevelt 1; Madison 1"
"North Dakota","United States","30","0","0","30","2020-03-23 00:00:00 * CTY: Burleigh 16; Morton 7; Ward 3; Pierce 2; Cass 1; Ramsey 1"
"Wyoming","United States","26","0","0","26","2020-03-23 00:00:00 * CTY: Fremont 10; Laramie 6; Sheridan 4; Teton 2; Carbon 1; Natrona 1; Park 1; Campbell 1"
"Alaska","United States","22","0","0","22","2020-03-23 00:00:00 * CTY: Fairbanks North Star 7; Ketchikan Gateway 6; Anchorage 6; Soldotna 1; Seward 1; Sterling 1"
"South Dakota","United States","21","1","0","20","2020-03-23 00:00:00 * CTY: Beadle 10; Minnehaha 5; Pennington 1; Davison 1; McCook 1; Bon Homme 1; Brown 1; Charles Mix 1"
"West Virginia","United States","16","0","0","16","2020-03-23 00:00:00 * CTY: Jefferson 3; Kanawha 3; Mercer 2; Tucker 2; Marshall 2; Monongalia 2; Putnam 1; Jackson 1"
"USA (Aggregate Recovered)","United States","0","0","178","-178","2020-03-22 21:00:00"
