"Place","Region","Confirmed","Deaths","Recovered","Active","Last Update"
"Georgia","United States","288","10","0","278","2020-03-20 03:00:00 * CTY: Fulton 66; Cobb 37; Bartow 26; DeKalb 22; Dougherty 21; Cherokee 16; Gwinnett 12; Fayette 10; Lowndes 8; Clarke 8; Clayton 6; Floyd 6; Hall 5; unknown 4; Gordon 3; Coweta 3; Henry 3; Forsyth 3; Newton 3; Paulding 3; Lee 3; Troup  2; Laurens 2; Early 2; Glynn 2; Richmond 2; Effingham 1; Muscogee 1; Whitfield 1; Charlton 1; Barrow 1; Bibb  1; Houston 1; Polk 1; Peach 1; Columbia 1"
"Colorado","United States","277","4","0","273","2020-03-20 03:00:00 * CTY: unknown 57; Denver 43; Eagle 39; Jefferson 25; Arapahoe 22; Pitkin 11; Douglas 11; Boulder 11; Gunnison 11; Adams 10; Weld 9; El Paso 8; Summit 5; Larimer 4; Garfield 2; Clear Creek 2; Routt 2; Pueblo 2; Mesa  1; Crowley 1; Grand 1"
"Pennsylvania","United States","206","1","0","205","2020-03-20 03:00:00 * CTY: Montgomery 55; Philadelphia 44; Allegheny 18; Monroe 15; Delaware 14; Bucks 12; Cumberland 11; Chester 10; Northampton 5; Washington 3; Pike 3; York 2; Beaver 2; Lackawanna 2; Lancaster 2; Westmoreland 2; Lehigh  1; Lebanon 1; Erie 1; Berks 1; Luzerne  1; Wayne 1"
"Wisconsin","United States","160","2","1","157","2020-03-20 03:00:00 * CTY: Milwaukee 62; Dane 27; Fond du Lac 14; Waukesha 12; Sheboygan 6; Winnebago 5; Columbia 4; La Crosse 4; Kenosha 4; Ozaukee 3; Racine 3; Washington 2; Brown 2; Walworth 2; Sauk 1; St. Croix 1; Rock 1; Pierce 1; Bayfield 1; Outagamie 1; Wood 1; Calumet  1; Eau Claire 1; Dunn 1"
"Connecticut","United States","159","3","0","156","2020-03-20 03:00:00 * CTY: Fairfield 102; New Haven 23; Hartford 18; Litchfield 7; Tolland 4; Middlesex 3; unknown 2"
"Tennessee","United States","155","0","0","155","2020-03-20 03:00:00 * CTY: Davidson 75; Williamson 30; unknown 27; Shelby 4; Sumner 3; Knox 2; Sullivan 1; Hamilton 1; Cheatham 1; Dyer 1; Sevier 1; Wilson 1; Montgomery 1; Rutherford 1; Campbell 1; Jefferson 1; Carroll 1; Robertson 1; Fayette 1; Cumberland 1"
"North Carolina","United States","139","0","0","139","2020-03-20 03:00:00 * CTY: Durham 35; Mecklenburg 31; Wake 25; Harnett 6; Forsyth 5; Chatham 3; Guilford 3; Watauga 2; Union 2; Cumberland 2; Johnston 2; Wilson 2; Wayne 2; Iredell 2; Moore 2; Craven 2; Rowan 1; Buncombe 1; Pitt 1; Pasquotank 1; Onslow 1; Cabarrus 1; Davidson 1; Brunswick 1; New Hanover 1; Sampson 1; Gaston 1; Lincoln 1; Hoke 1"
"Ohio","United States","120","1","0","119","2020-03-20 03:00:00 * CTY: Cuyahoga 53; Franklin 10; Butler 8; Lorain 6; Summit 6; Mahoning 5; Stark 5; Medina 5; Trumbull 2; Delaware 2; Lake 2; Coshocton 2; Belmont 2; Ashland 1; Miami 1; Tuscarawas 1; Clark 1; Huron 1; Montgomery 1; Darke 1; Richland 1; Geauga 1; Out of state 1; Hamilton  1; Lucas  1"
"Maryland","United States","107","1","3","103","2020-03-20 03:00:00 * CTY: Montgomery 33; Prince George's 23; Howard 16; Baltimore 12; Baltimore City 8; Anne Arundel 5; Harford 3; Charles 2; Carroll 2; Calvert 1; Frederick 1; Talbot 1"
"Virginia","United States","104","2","0","102","2020-03-20 03:00:00 * CTY: Arlington 17; Fairfax 16; James City 14; Prince William 11; Chesterfield 6; Loudoun 5; Virginia Beach City 4; Alexandria City 4; Henrico 3; Charlottesville City 3; Richmond City 3; Stafford 2; Spotsylvania 1; Albemarle 1; Harrisonburg 1; Portsmouth City 1; Suffolk 1; Hanover 1; Charles City 1; unknown 1; Prince Edward 1; Goochland 1; Norfolk 1; York 1; Botetourt  1; Gloucester 1; Botetourt 1; Williamsburg 1"
"Nevada","United States","95","1","0","94","2020-03-20 03:00:00 * CTY: Clark 69; Washoe 14; unknown 11; Carson City 1"
"Minnesota","United States","89","0","0","89","2020-03-20 03:00:00 * CTY: Hennepin 32; Ramsey 12; Dakota 8; Olmsted 6; Anoka 6; Washington 3; Martin 3; Stearns 3; Carver 3; Nicollet 2; Blue earth 2; Wright 2; Wadena 1; Mower 1; Rice 1; Scott 1; Benton 1; Renville 1; Waseca 1"
"Oregon","United States","88","3","0","85","2020-03-20 03:00:00 * CTY: Washington 25; Linn 17; Marion 13; Multnomah 7; Clackamas 6; Deschutes 6; Benton 3; Jackson 2; Yamhill 2; Umatilla 2; Lane 2; Klamath 1; Douglas 1; Polk 1"
"South Carolina","United States","81","1","0","80","2020-03-20 03:00:00 * CTY: Kershaw 29; Richland 8; Beaufort 7; Greenville 7; Horry 6; Lexington 5; Charleston 5; Lancaster 3; Anderson  2; Anderson 1; Abbeville 1; York 1; Calhoun 1; Saluda 1; Fairfield 1; Lee 1; Spartanburg  1; Dorchester 1"
"Alabama","United States","78","0","0","78","2020-03-20 03:00:00 * CTY: Jefferson 34; Lee 10; Shelby 9; Madison 5; Elmore 5; Tuscaloosa 4; Montgomery 3; Calhoun 1; Baldwin 1; Talladega 1; St. Clair 1; Mobile 1; Walker 1; Chambers 1; Limestone 1"
"Utah","United States","78","0","0","78","2020-03-20 03:00:00 * CTY: Salt Lake 29; Summit 19; Non-Utah resident 10; Davis 6; Weber-Morgan 4; Bear River 3; Wasatch 3; Utah 2; Tooele 1; Southwest Utah 1"
"District of Columbia","United States","71","0","0","71","2020-03-20 03:00:00 * CTY: Washington D.C. 71"
"Arkansas","United States","62","0","0","62","2020-03-20 03:00:00 * CTY: unknown 58; Jefferson 3; Washington 1"
"Indiana","United States","61","2","0","59","2020-03-20 03:00:00 * CTY: Marion 19; Howard 5; Hendricks 4; Lake 4; Johnson 3; St. Joseph 3; Allen 2; Franklin 2; Hamilton 2; Owen 1; Fayette 1; Vanderburgh 1; Boone 1; Vigo 1; Noble 1; Bartholomew 1; Floyd 1; LaPorte 1; Madison 1; Tippecanoe 1; Clark 1; Wells 1; Adams 1; Wayne 1; Monroe 1; Jennings 1"
"Arizona","United States","53","0","1","52","2020-03-20 03:00:00 * CTY: Maricopa 22; Pinal 10; Coconino 8; Pima 7; Navajo 3; Graham 1; Yavapai 1; Santa Cruz 1"
"Maine","United States","52","0","0","52","2020-03-20 03:00:00 * CTY: Cumberland 25; unknown 13; Kennebec 3; Lincoln 3; Androscoggin 3; York 2; Hancock 1; Oxford 1; Penobscot 1"
"Mississippi","United States","52","1","0","51","2020-03-20 03:00:00 * CTY: Harrison 7; Pearl River 7; Hinds 6; Forrest 4; Leflore 4; Hancock 2; Copiah  2; Desoto 2; Jackson 2; Coahoma 2; Bolivar 2; Madison 1; Winston 1; Holmes 1; Lafayette 1; Monroe 1; Tippah 1; Walthall 1; Smith 1; Wilkinson 1; Jones 1; Perry 1; Yazoo 1"
"Kentucky","United States","50","2","1","47","2020-03-20 03:00:00 * CTY: unknown 19; Fayette 8; Jefferson 8; Harrison 6; Montgomery 2; Clark 1; Kenton 1; Nelson 1; Henderson 1; Lyon 1; Bourbon 1; Daviess 1"
"Oklahoma","United States","44","1","0","43","2020-03-20 03:00:00 * CTY: Oklahoma 18; Cleveland 9; Tulsa 5; Canadian 2; Kay 2; Washington 1; Logan 1; Pawnee 1; Grady 1; Custer 1; McClain 1; Jackson 1; Payne 1"
"Iowa","United States","44","0","0","44","2020-03-20 03:00:00 * CTY: Johnson 22; Polk 6; Dallas 5; Allamakee 2; Black Hawk 1; Winneshiek 1; Dubuque 1; Pottawattamie 1; Harrison 1; Washington 1; Carroll 1; Muscatine 1; Adair 1"
"Rhode Island","United States","44","0","0","44","2020-03-20 03:00:00 * CTY: Providence 44"
"New Hampshire","United States","44","0","0","44","2020-03-20 03:00:00 * CTY: Rockingham 17; Hillsborough 8; Grafton 7; unknown 5; Carroll 4; Berknap 2; Merrimack 1"
"Missouri","United States","41","1","0","40","2020-03-20 03:00:00 * CTY: St. Louis 8; Greene 6; Kansas City 6; Cass 4; Boone 3; Jackson 3; St. Louis City 2; unknown 2; Christian 2; Cole 2; Henry 1; St. Charles 1; Pulaski 1"
"Kansas","United States","36","1","0","35","2020-03-20 03:00:00 * CTY: Johnson 16; Wyandotte 8; Butler 2; Leavenworth 2; Morris 2; Sedgwick 1; Douglas 1; Cherokee 1; Linn 1; Jackson 1; Franklin 1; Ford 0"
"New Mexico","United States","35","0","0","35","2020-03-20 03:00:00 * CTY: Bernalillo 20; Santa Fe 7; Sandoval 4; Socorro 2; Taos 1; San Miguel 1"
"Nebraska","United States","32","0","0","32","2020-03-20 03:00:00 * CTY: Douglas 22; Lincoln 3; Knox 2; Sarpy  2; Cass 1; Nemaha 1; Adams 1"
"Delaware","United States","30","0","0","30","2020-03-20 03:00:00 * CTY: New Castle 23; Kent 4; Sussex 3"
"Hawaii","United States","26","0","0","26","2020-03-20 03:00:00 * CTY: unknown 10; Honolulu 10; Maui 3; Kauai 2; Hawaii Island 1"
"Idaho","United States","23","0","0","23","2020-03-20 03:00:00 * CTY: Blaine  16; Ada 3; Kootenai 1; Twin Falls 1; Madison 1; Teton 1"
"Vermont","United States","22","2","0","20","2020-03-20 03:00:00 * CTY: unknown 9; Chittenden 4; Windsor 3; Bennington 3; Orange 1; Washington 1; Addison 1"
"North Dakota","United States","19","0","0","19","2020-03-20 03:00:00 * CTY: Burleigh 11; Morton 4; Ward 3; Cass 1"
"Wyoming","United States","18","0","0","18","2020-03-20 03:00:00 * CTY: Fremont 8; Laramie 4; Sheridan 4; Park 1; Teton 1"
"Montana","United States","15","0","0","15","2020-03-20 03:00:00 * CTY: Yellowstone 5; Missoula 3; Gallatin 3; Broadwater 1; unknown 1; Silver Bow 1; Roosevelt 1"
"South Dakota","United States","14","1","0","13","2020-03-20 03:00:00 * CTY: Minnehaha 5; Beadle 4; Bon Homme 1; Pennington 1; Davison 1; Charles Mix 1; McCook 1"
"Alaska","United States","12","0","0","12","2020-03-20 03:00:00 * CTY: Fairbanks North Star 5; Anchorage 4; Ketchikan Gateway 2; Seward 1"
"West Virginia","United States","5","0","0","5","2020-03-20 03:00:00 * CTY: Tucker 2; Monongalia 1; Jefferson 1; Mercer 1"
